Case.Number,Time,Date,Location,Accident.Type,Tickets
B7-001851,2017-01-07T15:55:00Z,2017-01-07T06:00:00Z,OLD CHENEY bet HUNTS DR and CITY LIMITS,NA,B7-001851
B7-001856,2017-01-07T16:27:00Z,2017-01-07T06:00:00Z,N 63 bet BENTON and COLFAX,NA,B7-001856
B7-001860,2017-01-07T16:57:00Z,2017-01-07T06:00:00Z,N 14 at SUPERIOR,NA,B7-001860
B7-001863,2017-01-07T00:00:00Z,2017-01-07T06:00:00Z,BRIARPARK bet BODIE and HALLCLIFFE RD,H&R,NA
B7-001866,2017-01-07T17:03:00Z,2017-01-07T06:00:00Z,N 33 at CORNHUSKER,NA,B7-001866
B7-001867,2017-01-07T17:25:00Z,2017-01-07T06:00:00Z,4501 W HUB HALL DR ; INFRONT OF,No report,NA
B7-001876,2017-01-07T00:00:00Z,2017-01-07T06:00:00Z,STOCKWELL bet DUNN and WOODS BLVD,H&R,NA
B7-001888,2017-01-07T18:55:00Z,2017-01-07T06:00:00Z,14TH ST / BENTON ST,No report,NA
B7-001891,2017-01-07T00:00:00Z,2017-01-07T06:00:00Z,HOLDREGE bet N 24 and N 25,H&R,NA
B7-001894,2017-01-07T00:00:00Z,2017-01-07T06:00:00Z,at UNKNOWN,H&R,NA
B7-001900,2017-01-07T19:58:00Z,2017-01-07T06:00:00Z,at 5040 N 27,H&R,NA
B7-001913,2017-01-07T20:40:00Z,2017-01-07T06:00:00Z,S 48 bet ANTELOPE CREEK and VAN DORN,NA,B7-001913
B7-001947,2017-01-07T23:24:00Z,2017-01-07T06:00:00Z,N 33 bet S and T,INJURY    H&R,B7-001947
B7-001956,2017-01-07T23:35:00Z,2017-01-07T06:00:00Z,at 1501 OLD FARM RD,H&R,B7-001956
B7-001968,2017-01-08T00:39:00Z,2017-01-08T06:00:00Z,ORCHARD bet N 46 and N 48,H&R,NA
B7-001973,2017-01-08T01:05:00Z,2017-01-08T06:00:00Z,at 5509 S 31 ST,H&R,NA
B7-002005,2017-01-08T04:03:00Z,2017-01-08T06:00:00Z,STEPHANOS bet ONYX and S 32,H&R,NA
B7-002015,2017-01-08T00:00:00Z,2017-01-08T06:00:00Z,N 48 bet FRANCIS and GARLAND,H&R,NA
B7-002026,2017-01-08T00:00:00Z,2017-01-08T06:00:00Z,at 8321 KARL RIDGE,H&R,NA
B7-002032,2017-01-08T11:37:00Z,2017-01-08T06:00:00Z,S 56 bet NEBR HWY and SHADY CREEK,NA,B7-002032
B7-002037,2017-01-08T12:43:00Z,2017-01-08T06:00:00Z,S 11 at D,NA,B7-002037
B7-002041,2017-01-08T13:06:00Z,2017-01-08T06:00:00Z,S 70 bet MONTEREY and SOUTH,INJURY,B7-002041
B7-002043,2017-01-08T00:00:00Z,2017-01-08T06:00:00Z,SW PAULWHITEHEAD bet W FURRER AVE and W WELTER,H&R,NA
B7-002053,2017-01-08T14:05:00Z,2017-01-08T06:00:00Z,W E bet S FOLSOM and HANNEMAN DR,INJURY,B7-002053
B7-002072,2017-01-08T16:10:00Z,2017-01-08T06:00:00Z,8TH ST / SOUTH ST ; JN,No report,NA
B7-002088,2017-01-08T17:10:00Z,2017-01-08T06:00:00Z,SW 31 bet W A and W WASHINGTON,NA,B7-002088
B7-002090,2017-01-08T17:21:00Z,2017-01-08T06:00:00Z,W GARFIELD at S CODDINGTON,NA,B7-002090
B7-002091,2017-01-08T17:30:00Z,2017-01-08T06:00:00Z,N 27 bet DUDLEY and STARR,H&R,NA
B7-002116,2017-01-08T00:00:00Z,2017-01-08T06:00:00Z,HOLDREGE at N 98,FATAL,B7-002116
B7-002188,2017-01-09T07:00:00Z,2017-01-09T06:00:00Z,S 70 bet A and TETON,NA,B7-002188
B7-002195,2017-01-09T07:45:00Z,2017-01-09T06:00:00Z,S 14 at OLD FARM,NA,B7-002195
B7-002196,2017-01-09T07:50:00Z,2017-01-09T06:00:00Z,S 11 at A,NA,B7-002196
B7-002201,2017-01-09T08:05:00Z,2017-01-09T06:00:00Z,34 PURPLE HEART HWY / FLETCHER AVE ; JE WB,No report,NA
B7-002202,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,ENTERPRISE bet FOLKWAYS and N 27,H&R,NA
B7-002210,2017-01-09T08:55:00Z,2017-01-09T06:00:00Z,N 27 at KNOX,NA,B7-002210
B7-002218,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,LAST at W SOUTH,H&R,NA
B7-002225,2017-01-09T09:50:00Z,2017-01-09T06:00:00Z,OLD CHENEY bet S 48 and S 49,NA,B7-002225
B7-002241,2017-01-09T11:00:00Z,2017-01-09T06:00:00Z,CORNHUSKER bet HWY 77 and RUSSELL,NA,B7-002241
B7-002246,2017-01-09T11:07:00Z,2017-01-09T06:00:00Z,N 27 bet FAIRFIELD and KNOX,NA,B7-002246
B7-002249,2017-01-09T11:20:00Z,2017-01-09T06:00:00Z,S 16 bet N and O,NA,B7-002249
B7-002270,2017-01-09T12:55:00Z,2017-01-09T06:00:00Z,OLD CHENEY bet S 41 and S 40,INJURY,B7-002270
B7-002273,2017-01-09T12:57:00Z,2017-01-09T06:00:00Z,E MANOR bet MORNINGSIDE and RIVIERA,NA,B7-002273
B7-002275,2017-01-09T13:21:00Z,2017-01-09T06:00:00Z,NEBRASKA 2 HWY / PINE LAKE RD ; - 84TH WB,NA,NA
B7-002283,2017-01-09T13:05:00Z,2017-01-09T06:00:00Z,N 9 at Q,NA,NA
B7-002289,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,MORTON bet N 15 and ROCKFORD DR,H&R,NA
B7-002299,2017-01-09T14:45:00Z,2017-01-09T06:00:00Z,N 48 bet BENTON and CORNHUSKER,NA,NA
B7-002306,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,at 2918 PINE LAKE,H&R,NA
B7-002319,2017-01-09T14:55:00Z,2017-01-09T06:00:00Z,N 63 at BALDWIN,NA,B7-002319
B7-002322,2017-01-09T15:39:00Z,2017-01-09T06:00:00Z,14TH ST / GARBER AVE ; WC,No report,NA
B7-002323,2017-01-09T15:39:00Z,2017-01-09T06:00:00Z,S 56 bet LILLIBRIDGE and MYRTLE,NA,B7-002323
B7-002329,2017-01-09T16:09:00Z,2017-01-09T06:00:00Z,NEBR HWY at APPLES WAY,INJURY,B7-002329
B7-002331,2017-01-09T15:56:00Z,2017-01-09T06:00:00Z,ADAMS bet N 1 and N 3,NA,B7-002331
B7-002337,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,S 25 bet M and N,H&R,NA
B7-002348,2017-01-09T17:08:00Z,2017-01-09T06:00:00Z,RUSS MARKET @130 N 66TH ST,No report,NA
B7-002353,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,S 20 bet G and J,H&R,NA
B7-002357,2017-01-09T17:35:00Z,2017-01-09T06:00:00Z,5142 ADAMS ST ; JUST IN FRONT,No report,NA
B7-002385,2017-01-09T00:00:00Z,2017-01-09T06:00:00Z,at UNKNOWN,H&R,NA
B7-002416,2017-01-09T22:40:00Z,2017-01-09T06:00:00Z,NEBR HWY bet PINE LAKE and S 70,INJURY    H&R,NA
B7-002435,2017-01-10T00:37:00Z,2017-01-10T06:00:00Z,S 27 at RANDOLPH,NA,B7-002435
B7-002470,2017-01-10T06:20:00Z,2017-01-10T06:00:00Z,CHESHIRE SOUTH bet CANTERBURY and CHESHIRE NOR,NA,B7-002470
B7-002471,2017-01-10T06:25:00Z,2017-01-10T06:00:00Z,DAHLBERG DR bet S 14 and S 16,NA,NA
B7-002472,2017-01-10T06:32:00Z,2017-01-10T06:00:00Z,NW 4 at W BELMONT,H&R,NA
B7-002475,2017-01-10T06:45:00Z,2017-01-10T06:00:00Z,N 32 bet KLECKNER and R,NA,B7-002475
B7-002476,2017-01-10T07:00:00Z,2017-01-10T06:00:00Z,OREGON bet NW 1 and NW 2,NA,B7-002476
B7-002478,2017-01-10T07:00:00Z,2017-01-10T06:00:00Z,N 45 at ADAMS,NA,NA
B7-002479,2017-01-10T07:05:00Z,2017-01-10T06:00:00Z,ROCKWOOD LN at BIRCHHOLLOW,NA,B7-002479
B7-002481,2017-01-10T07:15:00Z,2017-01-10T06:00:00Z,TIMBER RIDGE at SW 33,NA,NA
B7-002483,2017-01-10T07:21:00Z,2017-01-10T06:00:00Z,S 66 at TAYLOR PARK,INJURY,B7-002483
B7-002484,2017-01-10T07:23:00Z,2017-01-10T06:00:00Z,S 15 bet GARFIELD and WASHINGTON,NA,NA
B7-002489,2017-01-10T07:41:00Z,2017-01-10T06:00:00Z,PIONEERS bet PAGODA and S 84,NA,B7-002489
B7-002490,2017-01-10T07:21:00Z,2017-01-10T06:00:00Z,TURTLE CREEK RD bet N 11 and N 14,NA,B7-002490
B7-002491,2017-01-10T07:45:00Z,2017-01-10T06:00:00Z,MADISON bet N 65 and N COTNER,NA,B7-002491
B7-002492,2017-01-10T07:45:00Z,2017-01-10T06:00:00Z,ROCKHURST bet AMHURST and HAVERFORD,NA,NA
B7-002494,2017-01-10T07:50:00Z,2017-01-10T06:00:00Z,N 14 at ELBA,NA,B7-002494
B7-002495,2017-01-10T06:35:00Z,2017-01-10T06:00:00Z,W KINGSLEY bet NW 48 and NW 49,INJURY,NA
B7-002497,2017-01-10T08:05:00Z,2017-01-10T06:00:00Z,PEACH bet S 12 and S 13,NA,B7-002497
B7-002500,2017-01-10T08:06:00Z,2017-01-10T06:00:00Z,SCOTTSDALE LN bet S 34 and S 35,NA,B7-002500
B7-002501,2017-01-10T08:05:00Z,2017-01-10T06:00:00Z,N 9 bet PINNACLE ARENA and T,H&R,NA
B7-002502,2017-01-10T07:50:00Z,2017-01-10T06:00:00Z,N 13 bet JUDSON and KNOX,NA,B7-002502
B7-002503,2017-01-10T07:40:00Z,2017-01-10T06:00:00Z,N 32 at LEIGHTON,NA,NA
B7-002504,2017-01-10T07:55:00Z,2017-01-10T06:00:00Z,CHARLESTON bet N 1 and SUN VALLEY,INJURY,B7-002504
B7-002507,2017-01-10T08:20:00Z,2017-01-10T06:00:00Z,S 60 bet NEWTON and SOUTH,NA,B7-002507
B7-002510,2017-01-10T08:10:00Z,2017-01-10T06:00:00Z,FLETCHER bet MARMOT POINT DR and TELLURIDE DR,NA,B7-002510
B7-002511,2017-01-10T08:15:00Z,2017-01-10T06:00:00Z,STONEBROOK PKWY at FALLBROOK BLVD,NA,NA
B7-002513,2017-01-10T08:25:00Z,2017-01-10T06:00:00Z,N 13 at BENTON,NA,B7-002513
B7-002514,2017-01-10T07:00:00Z,2017-01-10T06:00:00Z,N 5 at NELSON,H&R,NA
B7-002515,2017-01-10T08:40:00Z,2017-01-10T06:00:00Z,HARTLEY ELEM @730 N 33RD ST ; EAST SIDE OF,No report,NA
B7-002516,2017-01-10T08:42:00Z,2017-01-10T06:00:00Z,PINE LAKE bet S 66 and,INJURY,B7-002516
B7-002519,2017-01-10T08:52:00Z,2017-01-10T06:00:00Z,1815 SW 36TH ST,No report,NA
B7-002520,2017-01-10T08:50:00Z,2017-01-10T06:00:00Z,AYLESWORTH bet N 61 and N 62,NA,NA
B7-002522,2017-01-10T08:46:00Z,2017-01-10T06:00:00Z,PAYCHECK ADVANCE @101 N 27TH ST,No report,NA
B7-002526,2017-01-10T09:00:00Z,2017-01-10T06:00:00Z,N 84 bet WINDMILL DR and ADAMS,NA,B7-002526
B7-002530,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,P bet N 30 and N 31,H&R,NA
B7-002531,2017-01-10T08:45:00Z,2017-01-10T06:00:00Z,W O bet CAPITOL BEACH and W 14,NA,B7-002531
B7-002539,2017-01-10T09:49:00Z,2017-01-10T06:00:00Z,F bet S 40 and S 41,NA,NA
B7-002540,2017-01-10T09:45:00Z,2017-01-10T06:00:00Z,S 81 bet ROSE HILL CT and HANNA POINTE,INJURY,NA
B7-002541,2017-01-10T09:45:00Z,2017-01-10T06:00:00Z,POPLAR RD bet COOPER and S 75,NA,NA
B7-002544,2017-01-10T10:06:00Z,2017-01-10T06:00:00Z,TIMBER RIDGE bet SW 33 and W PEACH,NA,NA
B7-002553,2017-01-10T10:20:00Z,2017-01-10T06:00:00Z,GLENARBOR DR at CREEKSIDE,NA,B7-002553
B7-002557,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,SAILSIDE at LAMONT,H&R,NA
B7-002562,2017-01-10T10:40:00Z,2017-01-10T06:00:00Z,BALDWIN bet N 57 and N 58,NA,NA
B7-002563,2017-01-10T10:48:00Z,2017-01-10T06:00:00Z,NEBR HWY bet S 48 and S 56,NA,B7-002563
B7-002565,2017-01-10T10:55:00Z,2017-01-10T06:00:00Z,S 37 at SWEETBRIAR,NA,B7-002565
B7-002566,2017-01-10T11:00:00Z,2017-01-10T06:00:00Z,1101 PALMETTO LN,No report,NA
B7-002567,2017-01-10T11:00:00Z,2017-01-10T06:00:00Z,S 18 bet D and E,NA,B7-002567
B7-002569,2017-01-10T11:10:00Z,2017-01-10T06:00:00Z,N 33 bet APPLE and Y,NA,B7-002569
B7-002570,2017-01-10T11:15:00Z,2017-01-10T06:00:00Z,W BENTON bet MORGAN and N 1,NA,B7-002570
B7-002571,2017-01-10T11:15:00Z,2017-01-10T06:00:00Z,N 62 bet BALLARD and MORRILL,NA,NA
B7-002573,2017-01-10T11:23:00Z,2017-01-10T06:00:00Z,SURFSIDE bet NW 17 and LAKESIDE DR,NA,B7-002573
B7-002575,2017-01-10T11:00:00Z,2017-01-10T06:00:00Z,QUEENS bet JACQUELYN and OLD CHENEY,NA,B7-002575
B7-002577,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,APPLE bet IDYLWILD and N 35,H&R,NA
B7-002578,2017-01-10T11:35:00Z,2017-01-10T06:00:00Z,EASTRIDGE bet MEADOWBROOK and SUNRISE,NA,NA
B7-002583,2017-01-10T11:29:00Z,2017-01-10T06:00:00Z,IDYLWILD bet DUDLEY and STARR,NA,NA
B7-002585,2017-01-10T11:50:00Z,2017-01-10T06:00:00Z,N 58 bet ADAMS and CLEVELAND,NA,B7-002585
B7-002586,2017-01-10T11:42:00Z,2017-01-10T06:00:00Z,N 70 bet W and X,INJURY,B7-002586
B7-002587,2017-01-10T11:58:00Z,2017-01-10T06:00:00Z,LAKEWOOD bet GLENWOOD and WEDGEWOOD,H&R,NA
B7-002593,2017-01-10T12:10:00Z,2017-01-10T06:00:00Z,B bet S 26 and S 27,NA,NA
B7-002597,2017-01-10T12:14:00Z,2017-01-10T06:00:00Z,6100 S 57TH ST ; CONSOLIDATED KITCHENS,No report,NA
B7-002598,2017-01-10T12:05:00Z,2017-01-10T06:00:00Z,BALLARD bet N 62 and N 63,NA,B7-002598
B7-002599,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,N 63 at BALLARD,H&R,NA
B7-002603,2017-01-10T09:50:00Z,2017-01-10T06:00:00Z,8800 O ST bet SCC and PARKING LOT,H&R,B7-002603
B7-002606,2017-01-10T12:49:00Z,2017-01-10T06:00:00Z,N 17 bet O and P,INJURY,B7-002606
B7-002607,2017-01-10T12:45:00Z,2017-01-10T06:00:00Z,N 54 at MADISON,NA,NA
B7-002608,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,HILLTOP bet N 16 and N 17,H&R,NA
B7-002609,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,E CHERRYWOOD bet BEECHWOOD and CHERRYWOOD,H&R,NA
B7-002612,2017-01-10T13:07:00Z,2017-01-10T06:00:00Z,33RD ST / HITCHCOCK ST,No report,NA
B7-002617,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,WASHINGTON bet S 10 and S 9,H&R,NA
B7-002625,2017-01-10T13:56:00Z,2017-01-10T06:00:00Z,N 7 at P,NA,NA
B7-002626,2017-01-10T14:03:00Z,2017-01-10T06:00:00Z,NW 12TH ST / W CORNHUSKER HWY,No report,NA
B7-002633,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,N 26 bet W and Y,H&R,NA
B7-002640,2017-01-10T15:05:00Z,2017-01-10T06:00:00Z,S 70 bet A and SUMNER,NA,B7-002640
B7-002643,2017-01-10T15:15:00Z,2017-01-10T06:00:00Z,N 27 at HOLDREGE,INJURY,B7-002643
B7-002651,2017-01-10T14:00:00Z,2017-01-10T06:00:00Z,S 27 bet N and O,H&R,NA
B7-002652,2017-01-10T15:23:00Z,2017-01-10T06:00:00Z,CALVERT bet S 44 and SHERIDAN,NA,B7-002652
B7-002656,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,S 28 bet J and RANDOLPH,H&R,NA
B7-002660,2017-01-10T15:35:00Z,2017-01-10T06:00:00Z,LINC MEMORIAL PARK @6700 S 14TH ST,No report,NA
B7-002664,2017-01-10T15:45:00Z,2017-01-10T06:00:00Z,S 70 bet MONTEREY and SOUTH,NA,B7-002664
B7-002665,2017-01-10T15:26:00Z,2017-01-10T06:00:00Z,KAWASAKI MOTORS MANUFACT @6600 NW 27TH ST,No report,NA
B7-002670,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,at 625 N 46,H&R,NA
B7-002673,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,at UNKNOWN,H&R,NA
B7-002677,2017-01-10T16:42:00Z,2017-01-10T06:00:00Z,N 23 at Q,NA,B7-002677
B7-002679,2017-01-10T10:24:00Z,2017-01-10T06:00:00Z,BORDEAUX RD bet SW 14 and BORDEAUX CR,H&R,NA
B7-002686,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,SW 44 at W A,H&R,NA
B7-002692,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,N 20 bet O and P,H&R,NA
B7-002708,2017-01-10T18:20:00Z,2017-01-10T06:00:00Z,S ANTELOPE VALL at L,NA,NA
B7-002711,2017-01-10T00:00:00Z,2017-01-10T06:00:00Z,W BENTON bet MORGAN and N 1,H&R,NA
B7-002720,2017-01-10T19:00:00Z,2017-01-10T06:00:00Z,S 20 bet G and J,H&R,B7-002720
B7-002747,2017-01-10T21:42:00Z,2017-01-10T06:00:00Z,N 17 bet X and N ANTELOPE VALL,NA,B7-002747
B7-002749,2017-01-10T21:45:00Z,2017-01-10T06:00:00Z,BEAVER CREEK LN bet PINE LAKE and SUGAR CREEK,H&R,NA
B7-002780,2017-01-11T01:35:00Z,2017-01-11T06:00:00Z,S 21 at J,INJURY,B7-002780
B7-002791,2017-01-11T05:52:00Z,2017-01-11T06:00:00Z,N 9 bet FAIRFIELD and MANATT,NA,B7-002791
B7-002801,2017-01-11T07:20:00Z,2017-01-11T06:00:00Z,W THATCHER bet NW 50 and NW 52,NA,B7-002801
B7-002806,2017-01-11T07:42:00Z,2017-01-11T06:00:00Z,S 48 at VAN DORN,NA,B7-002806
B7-002809,2017-01-11T07:50:00Z,2017-01-11T06:00:00Z,S ANTELOPE VALL bet N and O,NA,B7-002809
B7-002825,2017-01-11T00:00:00Z,2017-01-11T06:00:00Z,S 35 bet SEWELL and SOUTH,H&R,NA
B7-002845,2017-01-11T11:02:00Z,2017-01-11T06:00:00Z,O bet 46 and 48,NA,B7-002845
B7-002866,2017-01-11T00:00:00Z,2017-01-11T06:00:00Z,WILDERNESS VIEW bet LIMESTONE and STARVIEW,H&R,NA
B7-002868,2017-01-11T12:22:00Z,2017-01-11T06:00:00Z,N 17 bet X and N ANTELOPE VALL,NA,B7-002868
B7-002869,2017-01-11T12:20:00Z,2017-01-11T06:00:00Z,ST PAUL at N 49,NA,B7-002869
B7-002879,2017-01-11T00:00:00Z,2017-01-11T06:00:00Z,N 69 bet KEARNEY and SEWARD,H&R,NA
B7-002881,2017-01-11T13:14:00Z,2017-01-11T06:00:00Z,A bet CAPITOL PKWY and MEMORIAL,NA,B7-002881
B7-002884,2017-01-11T13:13:00Z,2017-01-11T06:00:00Z,N 14 bet P and Q,NA,NA
B7-002888,2017-01-11T13:28:00Z,2017-01-11T06:00:00Z,ROC'S STOP AND SHOP @5757 S 85TH ST,No report,NA
B7-002902,2017-01-11T14:30:00Z,2017-01-11T06:00:00Z,S 48 at NORMAL,INJURY,B7-002902
B7-002903,2017-01-11T00:00:00Z,2017-01-11T06:00:00Z,ESSEX bet GOLDENROD and SOUTHWOOD DR,H&R,NA
B7-002904,2017-01-11T11:30:00Z,2017-01-11T06:00:00Z,at 3245 PIONEERS,H&R,B7-002904
B7-002919,2017-01-11T15:05:00Z,2017-01-11T06:00:00Z,1322 A ST,No report,NA
B7-002926,2017-01-11T12:30:00Z,2017-01-11T06:00:00Z,5800 OLD CHENEY at MCDONALDS,H&R,NA
B7-002932,2017-01-11T16:00:00Z,2017-01-11T06:00:00Z,ST PAUL at N 48,INJURY,B7-002932
B7-002941,2017-01-11T16:50:00Z,2017-01-11T06:00:00Z,N 27 bet FAIRFIELD and KNOX,INJURY    H&R,NA
B7-002948,2017-01-11T17:21:00Z,2017-01-11T06:00:00Z,PINE LAKE bet S 34 and S 38,INJURY,B7-002948
B7-002950,2017-01-11T00:00:00Z,2017-01-11T06:00:00Z,3050 S 72 at CHATEAU TERRACE,H&R,NA
B7-002952,2017-01-11T17:35:00Z,2017-01-11T06:00:00Z,20TH ST / HARWOOD ST,No report,NA
B7-002966,2017-01-11T18:24:00Z,2017-01-11T06:00:00Z,N 46 at R,NA,B7-002966
B7-002977,2017-01-11T19:18:00Z,2017-01-11T06:00:00Z,S 70 at VAN DORN,NA,B7-002977
B7-003050,2017-01-12T00:00:00Z,2017-01-12T06:00:00Z,S 40 bet GRAINGER PKWY and YANKEE HILL,H&R,B7-003050
B7-003066,2017-01-12T07:58:00Z,2017-01-12T06:00:00Z,S 48 bet BRYSON and C,INJURY,B7-003066
B7-003090,2017-01-12T09:30:00Z,2017-01-12T06:00:00Z,CLEVELAND bet N 51 and N 52,H&R,B7-003090
B7-003098,2017-01-12T09:48:00Z,2017-01-12T06:00:00Z,O bet 32 and 33,INJURY,B7-003098
B7-003099,2017-01-12T09:50:00Z,2017-01-12T06:00:00Z,N 9 bet PINNACLE ARENA and T,INJURY,B7-003099
B7-003115,2017-01-12T11:14:00Z,2017-01-12T06:00:00Z,20TH ST / CORNHUSKER HWY ; N OF,No report,NA
B7-003117,2017-01-12T11:35:00Z,2017-01-12T06:00:00Z,CORNHUSKER bet N 23 and N 27,NA,B7-003117
B7-003118,2017-01-12T11:00:00Z,2017-01-12T06:00:00Z,at 5200 FRANCIS,NA,NA
B7-003143,2017-01-12T13:54:00Z,2017-01-12T06:00:00Z,O bet 40 and 42,INJURY,B7-003143
B7-003152,2017-01-12T14:09:00Z,2017-01-12T06:00:00Z,11TH ST / P ST ;BY THE YMCA,No report,NA
B7-003156,2017-01-12T14:39:00Z,2017-01-12T06:00:00Z,N 14 at SUPERIOR,NA,NA
B7-003166,2017-01-12T00:00:00Z,2017-01-12T06:00:00Z,N 26 bet TICONDEROGA and KENSINGTON,H&R,NA
B7-003171,2017-01-12T15:00:00Z,2017-01-12T06:00:00Z,S 70 bet NORMAL and HOLMES PARK RD,NA,B7-003171
B7-003183,2017-01-12T16:00:00Z,2017-01-12T06:00:00Z,S 70 bet L and O,H&R,NA
B7-003189,2017-01-12T00:00:00Z,2017-01-12T06:00:00Z,5440 S 56 at SUPER SAVER,H&R,NA
B7-003193,2017-01-12T00:00:00Z,2017-01-12T06:00:00Z,at 2229 J,H&R,NA
B7-003196,2017-01-12T16:45:00Z,2017-01-12T06:00:00Z,S 14 bet PINE LAKE and GARRET LN,NA,B7-003196
B7-003223,2017-01-12T18:06:00Z,2017-01-12T06:00:00Z,S 48 at A,INJURY,B7-003223
B7-003228,2017-01-12T18:20:00Z,2017-01-12T06:00:00Z,O bet 40 and 42,NA,B7-003228
B7-003236,2017-01-12T18:50:00Z,2017-01-12T06:00:00Z,N 48 bet O and R,INJURY    H&R,B7-003236
B7-003239,2017-01-12T19:07:00Z,2017-01-12T06:00:00Z,SOUTHRIDGE bet S 27 and DEAD END,INJURY,B7-003239
B7-003279,2017-01-12T00:00:00Z,2017-01-12T06:00:00Z,S 84 at EIGER DR,NA,B7-003279
B7-003285,2017-01-12T21:45:00Z,2017-01-12T06:00:00Z,N 23 at VINE,INJURY    H&R,NA
B7-003326,2017-01-13T04:30:00Z,2017-01-13T06:00:00Z,S 13 at HIGH,NA,B7-003326
B7-003335,2017-01-13T07:00:00Z,2017-01-13T06:00:00Z,S 56 bet NEBR HWY and SHADY CREEK,NA,B7-003335
B7-003341,2017-01-13T07:41:00Z,2017-01-13T06:00:00Z,S 48 at PIONEERS,NA,NA
B7-003343,2017-01-13T07:48:00Z,2017-01-13T06:00:00Z,S 12 at K,NA,B7-003343
B7-003345,2017-01-13T07:45:00Z,2017-01-13T06:00:00Z,S 40 at SWEETBRIAR,NA,B7-003345
B7-003356,2017-01-13T08:53:00Z,2017-01-13T06:00:00Z,S 48 at A,NA,B7-003356
B7-003397,2017-01-13T10:40:00Z,2017-01-13T06:00:00Z,56 at O,NA,B7-003397
B7-003398,2017-01-13T10:51:00Z,2017-01-13T06:00:00Z,58TH ST / ADAMS ST,NA,NA
B7-003423,2017-01-13T12:28:00Z,2017-01-13T06:00:00Z,N 27 bet FAIRFIELD and KNOX,NA,B7-003423
B7-003435,2017-01-13T13:00:00Z,2017-01-13T06:00:00Z,S 56 at CALVERT,INJURY,B7-003435
B7-003444,2017-01-13T13:30:00Z,2017-01-13T06:00:00Z,at 4646 W HUNTINGTO,INJURY,NA
B7-003446,2017-01-13T12:25:00Z,2017-01-13T06:00:00Z,at 5211 CALVERT,H&R,B7-003446
B7-003449,2017-01-13T13:20:00Z,2017-01-13T06:00:00Z,R bet ORCUTT E and ORCUTT W,NA,B7-003449
B7-003452,2017-01-13T13:50:00Z,2017-01-13T06:00:00Z,N 48 at SUPERIOR,NA,B7-003452
B7-003458,2017-01-13T14:20:00Z,2017-01-13T06:00:00Z,FALLBROOK BLVD bet  and HWY 34,NA,NA
B7-003461,2017-01-13T00:00:00Z,2017-01-13T06:00:00Z,7001 S 14 at SOUTHWEST HIGH,H&R,NA
B7-003469,2017-01-13T00:00:00Z,2017-01-13T06:00:00Z,2105 NEBR HWY bet HI-WAY DINER and PARKING LOT,H&R,NA
B7-003489,2017-01-13T15:30:00Z,2017-01-13T06:00:00Z,O bet 31 and 32,INJURY,B7-003489
B7-003505,2017-01-13T16:30:00Z,2017-01-13T06:00:00Z,13TH ST / M ST,No report,NA
B7-003514,2017-01-13T16:55:00Z,2017-01-13T06:00:00Z,N 22 at P,NA,B7-003514
B7-003518,2017-01-13T17:04:00Z,2017-01-13T06:00:00Z,S 27 bet NEBR HWY and WOODS BLVD,NA,B7-003518
B7-003524,2017-01-13T17:36:00Z,2017-01-13T06:00:00Z,S 14 bet N and O,NA,B7-003524
B7-003533,2017-01-13T18:19:00Z,2017-01-13T06:00:00Z,17TH ST / VINE ST,NA,NA
B7-003544,2017-01-13T16:47:00Z,2017-01-13T06:00:00Z,O bet 33 and 34,NA,B7-003544
B7-003546,2017-01-13T19:02:00Z,2017-01-13T06:00:00Z,SALT CREEK RDWY at N ANTELOPE VALL,NA,B7-003546
B7-003550,2017-01-13T19:27:00Z,2017-01-13T06:00:00Z,N 27 at FOLKWAYS,INJURY,B7-003550
B7-003560,2017-01-13T20:04:00Z,2017-01-13T06:00:00Z,11TH ST / M ST ; JE,No report,NA
B7-003569,2017-01-13T20:59:00Z,2017-01-13T06:00:00Z,S 70 bet S WEDGEWOOD and TETON,NA,B7-003569
B7-003584,2017-01-13T21:47:00Z,2017-01-13T06:00:00Z,K bet S 10 and S 9,NA,B7-003584
B7-003610,2017-01-13T00:00:00Z,2017-01-13T06:00:00Z,S 30TH bet YANKEE HILL and CRESCENT DR,H&R,NA
B7-003684,2017-01-14T00:00:00Z,2017-01-14T06:00:00Z,NW 53 bet W MADISON and W ST PAUL,H&R,NA
